COMPETENCIA;IBGE;UF;MUNICIPIO;CNES;NOME_FANTASIA;RAZAO_SOCIAL;CNPJ_PROPRIO;CNPJ_MANTENEDORA;TIPO_GESTAO;LOGRADOURO;NUMERO;BAIRRO;CEP
202107;320490;ES;SAO MATEUS;9902872;CENTRO DE DETENCAO PROVISORIA DE SAO MATEUS CDPSM;SECRETARIA DE ESTADO DA JUSTICA;;3,6388E+13;E;BR 101 NORTE KM 72 5;S/N;FAZENDA RANCHO DAS T;29936060
202107;320530;ES;VITORIA;9138315;AMPEMES;AMPEMES MEDICINA DO TRABALHO LTDA;3,78197E+12;;E;R JOSE HORACIO COSTA;84;JUCUTUQUARA;29040800
202107;320010;ES;AFONSO CLAUDIO;544418;SECRETARIA DE SAUDE;MUNICIPIO DE AFONSO CLAUDIO;;2,71656E+13;M;PRACA DA INDEPENDENCIA;341;CENTRO;29600000
202107;320530;ES;VITORIA;548650;HOSPITAL VITORIA;VITORIA EMPREENDIMENTOS HOSPITALARES EIRELI;3,7243E+13;;E;R DUKLA DE AGUIAR;129;PRAIA DO SUA;29052160
202107;320530;ES;VITORIA;552607;SGS SERVICOS MEDICOS LTDA;SGS SERVICOS MEDICOS LTDA;3,28942E+13;;M;RUA ALDOMARIO SOARES PINTO;180;JABOUR;29072236
202107;320265;ES;IRUPI;9516794;CENTER LABORATORIO;CENTER LABORATORIO EIRELI;2,03551E+13;;M;JALMAS GOMES DE FREITAS;90;CENTRO;29398000
202107;320500;ES;SERRA;9523987;CENTRO DE DIAGNOSTICO E TRATAMENTO DOS DISTURBIOS LT;CENTRO DE DIAGNOSTICO E TRATAMENTO DOS DISTURBIOS LT;3,2436E+12;;M;AV ELDES SCHERRER SOUZA;1025;PARQUE RESIDENCIAL L;29165680
202107;320530;ES;VITORIA;3411893;CHRISTINA OLIVEIRA DE CASTRO;CHRISTINA OLIVEIRA DE CASTRO;;;M;RUA ULISSES SARMENTO;24;PRAIA DO SUA;29052320
202107;320305;ES;JAGUARE;9352074;ASSOCIACAO PESTALOZZI DE JAGUARE;ASSOCIACAO PESTALOZZI DE JAGUARE;2,3961E+11;;M;ANTENOR GABRIEL;194;LAQUINI;29950000
202107;320150;ES;COLATINA;9895426;PENITENCIARIA SEMIABERTA MASCULINA DE COLATINA PSMCOL;SECRETARIA DE ESTADO DA JUSTICA;;3,6388E+13;E;AVENIDA DAS NACOES;S/N;BENJAMIN CARLOS DOS;29712408
202107;320013;ES;AGUIA BRANCA;9348239;POSTO DE COLETA;BARRALAB LABORATORIO DE ANALISES CLINICAS LTDA EPP;3,09724E+13;;M;JOAO QUIUQUI;346;CENTRO;29795000
202107;320150;ES;COLATINA;2628279;GEORGE DALLA BERNADINA DALLA;GEORGE DALLA BERNADINA DALLA;;;M;RUA ADAMASTOR SALVADOR;174;CENTRO;29700050
202107;320320;ES;LINHARES;9955895;LABORATORIO CENTROLAB LTDA LAGUNA CENTER;LABORATORIO CENTROLAB LTDA;2,75633E+13;;M;AV PRESIDENTE VARGAS;1220;CENTRO;29900210
202107;320040;ES;ANCHIETA;9849025;BIOGEN ANALISES CLINICAS;BIOGEN ANALISES CLINICAS LTDA;1,04392E+13;;M;RUA MANOEL MIRANDA GARCIA;0;LOTEAMENTO PRAIA PAR;29230000
202107;320313;ES;JOAO NEIVA;9364005;CLINICA JOAO NEIVA;ARASERV SERVICOS LTDA ME;2,45728E+13;;M;EURICO SALLES;110;CENTRO;29680000
202107;320030;ES;ALFREDO CHAVES;9802304;FARMACIA BRECO BAIXO;FARMACIA DO TRABALHADOR DE ALFREDO CHAVES LTDA;2,04258E+13;;M;AVENIDA GETULIO VARGAS;590;CENTRO;29240000
202107;320010;ES;AFONSO CLAUDIO;9323503;REDE BRASIL DIAGNOSTICOS;YOUNITY SAUDE E TECNOLOGIA LTDA ME;2,67192E+13;;M;QUINTINO BOCAIUVA;197;CENTRO;29600000
202107;320300;ES;IUNA;9918353;ESF CENTRO MUNICIPAL DE IUNA;MUNICIPIO DE IUNA;;2,71674E+13;M;RUA PREFEITO ANTONIO LACERDA;79;CENTRO;29390000
202107;320060;ES;ARACRUZ;9478787;CONSULTORIO DR FRANCISCO;FRANCISCO DE A LIMA;2,93776E+13;;M;GENERAL ARISTIDES GUARANA;240;CENTRO;29190050
202107;320130;ES;CARIACICA;3931226;LABORATORIO PILON;ANGELA MARIA PILON;2,73349E+13;;M;AVENIDA CAMPO GRANDE;13;CAMPO GRANDE;29146140
202107;320530;ES;VITORIA;9498982;CLAUDIA MARSCHALL DERMATOLOGIA;CLAUDIA MARSCHALL DERMATOLOGIA LTDA ME;2,83327E+13;;E;AVENIDA NOSSA SENHORA DOS NAVEGANTES;955;ENSEADA DO SUA;29050335
202107;320020;ES;ALEGRE;9332804;TERAPIA DO CORPO;G V MOURA ME;1,98363E+13;;M;OLIVIO CORREA PEDROSA;1;CENTRO;29500000
202107;320530;ES;VITORIA;9387277;VIEIRA GOMES SERVICOS MEDICOS LTDA;VIEIRA GOMES SERVICOS MEDICOS LTDA;2,27325E+13;;M;RUA JOSE ALEXANDRE BUAIZ;350;ENSEADA DO SUA;29050545
202107;320520;ES;VILA VELHA;9798285;MARCELO DE ASSIS ARANTES;MARCELO DE ASSIS ARANTES;;;M;RUA JOSE RICARDO;28;IBES;29108500
202107;320060;ES;ARACRUZ;7947690;ACTIVE LIFE STUDIO;REABILITAR CLINICA DE FISIOTERAPIA E MEDICINA INTEGRADA LT;4,64954E+12;;M;QUINTINO LOUREIRO;640;CENTRO;29190014
202107;320490;ES;SAO MATEUS;9356061;CENTER PLASTICA;CLINICA CENTER PLASTICA LTDA ME;2,80452E+13;;M;AV JOSE TOZZI;878;FATIMA;29933560
202107;320020;ES;ALEGRE;9813462;FARMACIA BASICA MUNICIPAL;SECRETARIA MUNICIPAL DE SAUDE E SANEAMENTO;;2,71741E+13;M;RUA MAJOR QUINTINO;69;CENTRO;29500000
202107;320332;ES;MARATAIZES;7732902;MULTICLIN ESPECIALIDADES;MULTICLIN ESPECIALIDADES LTDA ME;2,14951E+13;;M;RUA SANTA MARIA;S/N;CIDADE NOVA;29345000
202107;320320;ES;LINHARES;9382674;FABRICIO RODRIGUES FREGONA;FABRICIO RODRIGUES FREGONA;;;M;RUA DA CONCEICAO;393;CENTRO;29900320
202107;320520;ES;VILA VELHA;9450599;CREMASCO LABORATORIO;CREMASCO MEDICINA DIAGNOSTICA LTDA;3,18155E+13;;M;CARLOS LINDENBERG;7740;ILHA DOS AYRES;29106730
202107;320120;ES;CACHOEIRO DE ITAPEMIRIM;9529993;ELIZA BITTENCOURT CHAVES;ELIZA BITTENCOURT CHAVES;;;M;AV FRANSCISCO LACERDA DE AGUIAR;177;GILBERTO MACHADO;29303382
202107;320300;ES;IUNA;9515593;BONADIMED;I L BONADIMAN;2,95767E+13;;M;GALAOR RIOS;222;CENTRO;29390000
202107;320230;ES;GUACUI;9518649;CIM POLO SUL REDE CUIDAR;CONSORCIO PUBLICO DA REGIAO POLO SUL;2,72257E+12;;M;AGENOR LUIZ THOME;S/N;CENTRO;29560000
202107;320240;ES;GUARAPARI;9522794;J E REMOCAO;J E REMOCAO LTDA;2,69168E+13;;E;RUA LAMBARI;15;PRAIA DO MORRO;29216245
202107;320305;ES;JAGUARE;9520872;CENTRO DE ATENCAO PSICOSSOCIAL I CAPS I;MUNICIPIO DE JAGUARE;;2,77442E+13;M;AVENIDA NOVE DE AGOSTO;S/N;CENTRO;29950000
202107;320530;ES;VITORIA;9522484;VICTORIA MEDICINA DIAGNOSTICA;CENTRO DIAGNOSTICO JARDIM CAMBURI LTDA;2,35004E+13;;M;RUA CARLOS MARTINS;586;JARDIM CAMBURI;29090060
202107;320530;ES;VITORIA;9348611;OFTALMO LASER VITORIA LTDA;OFTALMO LASER VITORIA LTDA;4,805E+12;;E;AVENIDA NOSSA SENHORA DA PENHA;1495;SANTA LUCIA;29056905
202107;320190;ES;DOMINGOS MARTINS;299014;CLINICA DE ORTOPEDIA E TRAUMATOLOGIA MARCELO REZENDE;MARCELO REZENDE ORTOPEDIA E TRAUMATOLOGIA EIRELI;3,04713E+13;;M;KURT LEWIN;395;JARDIM CAMPESTRE;29260000
202107;320530;ES;VITORIA;115487;CENTRAL DE IMUNOBIOLOGICOS MUNICIPAL;MUNICIPIO DE VITORIA;;2,71421E+13;M;AVENIDA MARECHAL MASCARENHAS DE MORAES;1185;FORTE SAO JOAO;29017022
202107;320530;ES;VITORIA;3440982;CLINICA ODONTOLOGICA VARNIER FREITAS S C LTDA;CLINICA ODONTOLOGICA VARNIER FREITAS S C LTDA;4,79974E+12;;M;AV NOSSA SENHORA DA PENHA;699;SANTA LUCIA;29055131
202107;320520;ES;VILA VELHA;9450580;LABORATORIO BIOCLINICO;LABORATORIO BIOCLINICO LTDA;3,05382E+13;;M;DEOLINDO PERIM;167;PRAIA DE ITAPARICA;29102050
202107;320520;ES;VILA VELHA;9515585;ROBERTA MARIANELLI;ROBERTA MARIANELLI;;;M;AVENIDA CHAMAPAGNAT;583;PRAIA DA COSTA;29101390
202107;320210;ES;ECOPORANGA;9839984;CENTRO DE ATENCAO PSICOSSOCIAL CAPS I;PREFEITURA MUNICIPAL DE ECOPORANGA;;2,71673E+13;M;RUA FLORIANO RUBIM;S/N;VILA NOVA;29850000
202107;320500;ES;SERRA;9211551;RAQUEL BONELLI PEREIRA;RAQUEL BONELLI PEREIRA;;;M;AV COPACABANA;787;MORADA DE LARANJEIRA;29166820
202107;320530;ES;VITORIA;9788808;MA CLINICA ODONTOLOGICA EIRELI;MA CLINICA ODONTOLOGICA EIRELI;2,34606E+13;;E;RUA JOSE ALEXANDRE BUAIZ;190;ENSEADA DO SUA;29050545
202107;320500;ES;SERRA;9250581;LABORATORIO CREMASCO;CREMASCO MEDICINA DIAGNOSTICA LTDA;3,18155E+13;;M;AV DESEMBARGADOR MARIO DA SILVA NUNES;1420;JARDIM LIMOEIRO;29164044
202107;320040;ES;ANCHIETA;9244786;CLINLIFE CLINICA MEDICA LTDA ME;CLINLIFE CLINICA MEDICA LTDA ME;1,57214E+13;;M;COSTA PEREIRA;270;CENTRO;29230000
202107;320305;ES;JAGUARE;9219013;UBS NOVO TEMPO;PREFEITURA MUNICIPAL DE JAGUARE;;2,77442E+13;M;NOVO TEMPO;1;NOVO TEMPO;29950000
202107;320520;ES;VILA VELHA;9229418;CLINICA MEDICA PESSOTTI;TAKE CARE ATENDIMENTO FISIOTERAPICO S S LTDA ME;2,42524E+13;;M;CABO AYLSON SIMOES;1280;DIVINO ESPIRITO SANT;29107034
202107;320120;ES;CACHOEIRO DE ITAPEMIRIM;5999405;FISIOTERAPIA SUL CAPIXABA;FISIOTERAPIA SUL CAPIXABA LTDA;9,17625E+12;;M;JONES DOS SANTOS NEVES;1372;CAICARA;29310376
202107;320320;ES;LINHARES;9205454;MARIANA PANDOLFI BALDI ROSSONI;MARIANA PANDOLFI BALDI ROSSONI;;;M;AVENIDA PRESIDENTE GETULIO VARGAS;1220;CENTRO;29900191
202107;320090;ES;BARRA DE SAO FRANCISCO;9210199;CONSULTORIO DR CARLOS FILIPE;CARLOS FILIPE TEIXEIRA BARROS EIRELI ME;2,75546E+13;;M;ASTROGILDO ROMAO DOS ANJOS;53;CENTRO;29800000
202107;320490;ES;SAO MATEUS;425982;UNIPED PRESTACAO DE SERVICOS EM PEDIATRIA;UNIPED PRESTACAO DE SERVICOS EM PEDIATRIA LTDA;2,469E+13;;M;JOSE DAHER;282;FATIMA;29933610
202107;320115;ES;BREJETUBA;9203850;APOI ARTE;APOI ARTE APOIO A FAMILIARES E USUARIOS DE DROGAS E SAUDE;1,94181E+13;;M;PROJETADA;S/N;CENTRO;29630000
202107;320410;ES;PINHEIROS;606685;FARMACIA OLIVEIRA;DROGARIA NEVES LTDA;3,17721E+13;;M;AV AGENOR LUIS HERINGER;S/N;CENTRO;29980000
202107;320455;ES;SANTA MARIA DE JETIBA;550531;CONSULTORIO ODONTOLOGICO DR JOORLEY SIMONASSI;JOORLEY GALLETTI SIMONASSI;;;M;AV FREDERICO GRULKE;1281;CENTRO;29645000
202107;320120;ES;CACHOEIRO DE ITAPEMIRIM;9321691;DROGARIA CORONEL BORGES;DROGARIA DOIS AMIGOS LTDA ME;3,24981E+13;;M;DR AMILCAR FIGLIUZZI;27;CORONEL BORGES;29306213
202107;320410;ES;PINHEIROS;610356;FARMACIA PRECO BOM;DROGARIA FREIRE BRAGA LTDA;3,36872E+13;;M;RUA ANA ROSA LIMA;356;SAO JOAO DO SOBRADO;29980000
202107;320435;ES;RIO BANANAL;9298657;CONSULTORIO MEDICO DR THIAGO FARIA GONCALVES FIALHO;SAM SERVICOS DE ASSISTENCIA MEDICA LTADA ME;2,46078E+13;;M;RUA JERONIMO ANTONIO METEDI;21;SAO SEBASTIAO;29920000
202107;320320;ES;LINHARES;9299785;GENEVIEVI ROSA DE SOUZA;GENEVIEVI ROSA DE SOUZA;;;M;AVENIDA PRESIDENTE VARGAS;1220;CENTRO;29900210
202107;320320;ES;LINHARES;9299335;CINTHIA EMERICH TOLEDO;CINTHIA EMERICH TOLEDO;;;M;AV AUGUSTO PESTANA;715;CENTRO;29900181
202107;320530;ES;VITORIA;9948058;VALERIA DE SOUZA MENELI;VALERIA DE SOUZA MENELI;;;M;RUA NAHUM PRADO;80;REPUBLICA;29070190
202107;320245;ES;IBATIBA;9829040;CLINICA DE ESPECIALIDADES MEDICAS SAO BENTO;CLINICA DE ESPECIALIDADES MEDICAS SAO BENTO LTDA;3,25902E+13;;M;RUA SADIMAR ALCURE;144;NOVO HORIZONTE;29395000
202107;320500;ES;SERRA;2522888;UNIDADE BASICA DE SAUDE SAO MARCOS;PREFEITURA MUNICIPAL DA SERRA;;2,71741E+13;M;RUA MACEIO;S/N;SAO MARCOS II;29177115
202107;320520;ES;VILA VELHA;9870601;MAXIMA PSICOLOGIA;J R COELHO PSICOLOGIA;2,69716E+13;;M;DO CANAL;245;PRAIA DA COSTA;29101440
202107;320500;ES;SERRA;9358021;CLINICA DR FAMILIA;GIACOMIN SAUDE LTDA ME;2,51038E+13;;M;RUA TIRADENTES;111;PARQUE RESIDENCIAL L;29165380
202107;320040;ES;ANCHIETA;9154892;POSTURE FISIOTERAPIA;CECILIA GONCALVES BORGES;2,37043E+13;;M;DO SOL;2551;OLIVEIRA;29230000
202107;320520;ES;VILA VELHA;9339728;MARISTELA ZAJANKAUSKAS ORCATI;MARISTELA ZAJANKAUSKAS ORCATI;;;M;RUA MARANHAO;575;CENTRO;29101340
202107;320320;ES;LINHARES;9847995;CLINICA VIVERE;CLINICA VIVERE LTDA;3,29901E+13;;M;AV PRESIDENTE GETULIO VARGAS;1220;CENRO;29900218
202107;320520;ES;VILA VELHA;9917446;SANDRA TANNURE ESTETICA;SANDRA TANNURE ESTETICA LTDA;3,12069E+13;;M;INACIO HIGINO;996;PRAIA DA COSTA;29101430
202107;320530;ES;VITORIA;5168813;CHRISTIANE DOS SANTOS MARTINS;CHRISTIANE DOS SANTOS MARTINS;;;M;RUA DAS PALMEIRAS;795;SANTA LUCIA;29047550
202107;320130;ES;CARIACICA;9329412;PRONTO ATENDIMENTO LEONOR MIGUEL FEU ROSA BELA VISTA;MUNICIPIO CARIACICA;;2,71505E+13;M;BLUMENAL;S/N;BELA VISTA;29142296
202107;320435;ES;RIO BANANAL;9331913;DILAB ANALISES CLINICAS;DILAB ANALISES CLINICAS LTDA ME;4,43173E+12;;M;14 DE SETEMBRO;1811;SANTO ANTONIO;29920000
202107;320390;ES;NOVA VENECIA;9305912;SUBJETIVA INSTITUTO DE PSICOLOGIA;SUBJETIVA INSTITUTO DE PSICOLOGIA LTDA ME;2,72558E+13;;M;RUA DR EURICO SALLES;200;CENTRO;29830000
202107;320130;ES;CARIACICA;9914889;ILUMINAR ESPACO THERAPEUTICO;ILUMINAR ESPACO TERAPEUTICO LTDA;2,64679E+13;;M;RUA TITO OLIMPIO SANTANA;7;CAMPO GRANDE;29146510
202107;320510;ES;VIANA;9912843;UPA CABO JORGE LACERDA BALESTREIRO;PREFEITURA MUNICIPAL DE VIANA;;2,71655E+13;M;RUA LUIZ ALVARENGA;S/N;CENTRO;29130211
202107;320500;ES;SERRA;9448462;RAPIDFARMA;DROGARIA E PERFUMARIA RAPIDFARMA LTDA ME;1,01457E+13;;M;AV BRASIL;184;NOVO HORIZONTE;29163331
202107;320320;ES;LINHARES;9437991;CENTROLAB POLICLINICA;LABORATORIO CENTROLAB LTDA;2,75633E+13;;M;AV JOAO FELIPE CALMOM;1262;CENTRO;29900026
202107;320230;ES;GUACUI;9431845;CARDIO CARE IMAGEM;CARDIO CARE IMAGEM LTDA;1,97703E+13;;M;GOVERNADOR LACERDA DE AGUIAR;79;CENTRO;29560000
202107;320530;ES;VITORIA;9441298;CENTRO DE DIAGNOSTICO MEDSENIOR;SAMEDIL SERVICOS DE ATENDIMENTO MEDICO S A;3,14669E+13;;E;RUA EUGENIO NETTO;30;PRAIA DO CANTO;29055270
202107;320530;ES;VITORIA;9456317;AMBAR ODONTOLOGIA;AMBAR ODONTOLOGIA LTDA ME;2,69605E+13;;E;RUA TENENTE MARIO FRANCISCO BRITO;420;ENSEADA DO SUA;29050555
202107;320140;ES;CASTELO;612588;ESPACO FISIO;LAIS CAMPANHA DA SILVA;3,27575E+13;;M;MACHADO DE ASSIS;335;SAO MIGUEL;29360000
202107;320520;ES;VILA VELHA;9493093;CONSULTORIO MEDICO CERUTTI POZZATTI;CLINICA DE ESPECIALIDADES MEDICAS CERUTTI POZZATTI LTDA;2,79975E+13;;M;INACIO HIGINO;185;PRAIA DA COSTA;29101435
202107;320520;ES;VILA VELHA;9515496;BRUNO FALQUETTO ZAMPROGNO;BRUNO FALQUETTO ZAMPROGNO;;;M;AVENIDA VITORIA REGIA;530;JARDIM COLORADO;29104590
202107;320410;ES;PINHEIROS;407798;COMPARTILHE SAUDE;COMPARTILHE SAUDE SERVICOS MEDICOS LTDA;3,48619E+13;;M;AV AGENOR LUIZ HERINGER;858;CENTRO;29980000
202107;320160;ES;CONCEICAO DA BARRA;6632610;ESCOLA ESPECIAL ESPERANCA;ASSOCIACAO PESTALOZZI DE CONCEICAO DA BARRA;3,17893E+13;;M;RUA VITORIA;S/N;MARCILIO DIAS;29960000
202107;320520;ES;VILA VELHA;9454845;CREMASCO LABORATORIO PL UNID XII CENTRO;CREMASCO MEDICINA DIAGNOSTICA LTDA;3,18155E+13;;M;DOUTOR OLIVIO LIRA;353;PRAIA DA COSTA;29101260
202107;320130;ES;CARIACICA;418676;ROCADEA SERVICOS MEDICOS LTDA;ROCADEA SERVICOS MEDICOS LTDA;1,10299E+13;;M;AVENIDA MARIO GURGEL;5353;SAO FRANCISCO;29145910
202107;320320;ES;LINHARES;398373;LUCAS JUVENCIO DA SILVA;LUCAS JUVENCIO DA SILVA;;;M;AV CACHOEIRO DE ITAPEMIRIM;1225;ARACA;29901395
202107;320120;ES;CACHOEIRO DE ITAPEMIRIM;9323309;MARCUS VINICIUS DA SILVA BARBOSA;MARCUS VINICIUS DA SILVA BARBOSA;;;M;DR BAPTISTA FLUMINENSE;16;CENTRO;29300130
202107;320520;ES;VILA VELHA;429821;F M DE MELO OLIVEIRA;F M DE MELO OLIVEIRA;3,32246E+13;;M;JERONIMO MONTEIRO;1015;GLORIA;29122720
202107;320334;ES;MARECHAL FLORIANO;422908;FARMACIA REGINA;DROGARIA BRACO DO SUL EIRELI;3,59569E+13;;M;RUA SANTANA;61;CENTRO;29255000
202107;320500;ES;SERRA;9298096;INSTITUTO VIVENCIAR;INSTITUTO VIVENCIA LTDA;1,0407E+13;;M;AV ELDES SCHERRER SOUZA;1025;PARQUE RESIDENCIAL L;29165680
202107;320520;ES;VILA VELHA;559784;BURIAN VACINAS E IMUNIZACOES;BURIAN VACINAS IMUNIZACOES E SERVICOS MEDICOS LTDA;3,54852E+13;;M;JOSE PENNA MEDINA;216;PRAIA DA COSTA;29101320
202107;320425;ES;PONTO BELO;553131;FARMACIA DO TRABALHADOR E APOSENTADOS;FARMACIA DO TRABALHADOR E APOSENTADOS DE PONTO BELO LTDA;2,23793E+13;;M;SEBASTIAO RABELO;87;CENTRO;29885000
202107;320332;ES;MARATAIZES;9363874;EVOLUTION;EVOLUTION MEDICINA E SEGURANCA DO TRABALHO EIRELI ME;2,68651E+13;;M;RUA NESTOR GOMES;96;CENTRO;29345000
202107;320520;ES;VILA VELHA;9378758;PROPHYLAXIS CLINICA DE VACINACAO;CS VACINAS LTDA;2,15797E+13;;M;DOUTOR OLIVIO LIRA;353;PRAIA DA COSTA;29101950
202107;320470;ES;SAO GABRIEL DA PALHA;9340300;CLINICA MEDICA POPULAR SAO GABRIEL;ANDRESSA A B FOLADOR ME;2,80541E+13;;M;EURICO SALES;30;JARDIM DA INFANCIA;29780000
202107;320313;ES;JOAO NEIVA;9299130;PAOLA CLINICA MEDICA;CLIPTEC CLINICA MEDICA LTDA;2,4627E+13;;M;DOMINGOS ANTONIO GUZZO;121;SANTA LUZIA;29680000
202107;320506;ES;VENDA NOVA DO IMIGRANTE;198129;EDNA FERNANDA GALVANI FALQUETO;EDNA FERNANDA GALVANI FALQUETO;3,7297E+13;;M;TAPERA;S/N;TAPERA;29375000
202107;320130;ES;CARIACICA;227218;US FLEXAL II;MUNICIPIO DE CARIACICA;;2,71505E+13;M;RUA CLAUDIO COUTINHO;S/N;FLEXAL II;29152589
202107;320455;ES;SANTA MARIA DE JETIBA;213330;UNIDADE DE ANTENDIMENTO AO COVID 19;MUNICIPIO DE SANTA MARIA DE JETIBA;;3,63884E+13;M;RUA HERMANN MEIRTCHINK;S/N;CENTRO;29645000
202107;320520;ES;VILA VELHA;9773533;CLINICA DRA DIANA;DRA DIANA DE FREITAS CLINICA DE OTORRINOLARINGOLOGIA LTDA;3,2905E+13;;M;CHAMPAGNAT;583;PRAIA DA COSTA;29101390
202107;320530;ES;VITORIA;9963790;SRP METODOS ELETROENCEFALOGRAFICOS;CENTRO DE TRATAMENTO DE DOR E PARKINSON SHOPPING VITORIA LTD;7,61512E+12;;M;AVENIDA AMERICO BUAIZ;200;ENSEADA DO SUA;29050420
202107;320332;ES;MARATAIZES;6914888;LABCLIN;LABCLIN LABORATORIO DE ANALISES CLINICAS LTDA ME;9,55183E+12;;M;AV SIMAO SOARES;379;BARRA DO ITAPEMIRIM;29345000
202107;320506;ES;VENDA NOVA DO IMIGRANTE;9896503;IMIGRANTE MED;IMIGRANTE MED SERVICOS MEDICOS S S LTDA;3,44812E+13;;M;LORENZO ZANDONADI;880;VILA BETANEA;29375000
202107;320090;ES;BARRA DE SAO FRANCISCO;9787674;CONSULTORIO DRA SABRINA SAAR;SABRINA MARINI ARAUJO SAAR;3,30777E+13;;M;DONA MINELVINA GARCIA DE LIMA;131;CENTRO;29800000
202107;320500;ES;SERRA;5167035;LABORATORIO PRETTI SS LTDA;LABORATORIO PRETTI LTDA;2,77256E+13;;M;AVENIDA PRIMEIRA AVENIDA;231;PARQUE RESIDENCIAL L;29165155
202107;320500;ES;SERRA;9940901;MED COMFORT;CENTRO DE PROCEDIMENTOS AMBULATORIAIS LTDA;3,14873E+13;;M;AVENIDA CENTRAL;1415;PARQUE RESIDENCIAL L;29165130
202107;320520;ES;VILA VELHA;9787070;DAIANNY COIMBRA ULHOA;DAIANNY COIMBRA ULHOA;;;M;AVENIDA MARANHAO;515;PRAIA DA COSTA;29101340
202107;320520;ES;VILA VELHA;9966560;GABRIELA LANA DE AZEVEDO;GABRIELA LANA DE AZEVEDO;;;M;AVENIDA JOAO MENDES;494;SANTA MONICA;29105640
202107;320060;ES;ARACRUZ;9919236;ANDREA F N RADAIK PSICOLOGIA;ANDREA F N RADAIK PSICOLOGIA;3,08698E+13;;M;RUA PROFESSOR LOBO;479;CENTRO;29190062
202107;320490;ES;SAO MATEUS;6662870;EMPATIA ESPACO MULTIPROFISSIONAL;EMPATIA ESPACO MULTIPROFISSIONAL LTDA ME;1,20777E+13;;M;RUA CONSTANTINO CUNHA;2059;CENTRO;29930360
202107;320490;ES;SAO MATEUS;9938524;CLINICA DE ONCOLOGIA B B;CLINICA DE ONCOLOGIA B B;2,95512E+13;;M;RODOVIA OTHOVARINO DUARTE SANTOS;578;CARAPINA;29933010
202107;320120;ES;CACHOEIRO DE ITAPEMIRIM;9279555;DROGARIA ADONAI;DROGARIA ADONAI LTDA ME;1,07436E+13;;M;AV JORGE SIMAO;17;CORAMARA;29313367
202107;320520;ES;VILA VELHA;3389073;JOAO CARLOS GAUDIO BORLOT;JOAO CARLOS GAUDIO BORLOT;;;M;RUA HENRIQUE MOSCOSO;1019;CENTRO;29100907
202107;320060;ES;ARACRUZ;9521739;PROVIDA SAUDE;PROVIDA SAUDE E ASSISTENCIA LTDA;1,57925E+13;;M;ANANIAS NETTO;55;CENTRO;29190042
202107;320500;ES;SERRA;9269282;HENRIQUE TOMMASI NETTO ANALISES CLINICAS LTDA;HENRIQUE TOMMASI NETTO ANALISES CLINICAS LTDA;2,81333E+13;;M;AV BRASIL;483;NOVO HORIZONTE;29163331
202107;320503;ES;VARGEM ALTA;6312586;UNIDADE BASICA DE SAUDE DE RICHIMOND;PREFEITURA MUNICIPAL DE VARGEM ALTA;;3,17236E+13;M;RODOVIA JORGE FERES;S/N;RICHIMOND;29295000
202107;320260;ES;ICONHA;3375641;MULTICLINICA ICONHA;MULTICLINICA ICONHA S S LTDA;4,482E+12;;M;AV DANILO MONTEIRO DE CASTRO;193;CENTRO;29280000
202107;320520;ES;VILA VELHA;7857888;EUCYR SONIA RIBEIRO PEDRO;EUCYR SONIA RIBEIRO PEDRO;;;M;RUA ANTONIO ATAIDE;744;CENTRO;29100090
202107;320150;ES;COLATINA;2448572;LABORATORIO BIONALISE;LABORATORIO DE ANALISES CLINICAS BIONALISE LTDA;2,70864E+13;;M;BARTOVINO COSTA;293;VILA NOVA;29702020
202107;320150;ES;COLATINA;2448564;LABORATORIO ALLETS;ALLETS LABORAT DE ANALISES CLINICAS E HEMATOLOGICA LTDA;2,73053E+13;;M;DOM PEDRO II;177;ESPLANADA;29702715
202107;320405;ES;PEDRO CANARIO;2484471;UNIDADE SAUDE DA FAMILIA DR AILME VENTURIM BORGO;PREFEITURA MUNICIPAL DE PEDRO CANARIO;;2,85399E+13;M;RUA PROJETADA;S/N;CRISTAL DO NORTE;29970000
202107;320405;ES;PEDRO CANARIO;2678276;ULTRASONOGRAFIA DR GILMAR ROCHA LOZER;DR GILMAR ROCHA LOZER;;;M;PRECA PRESIDENTE CASTELO BRANCO;90;CENTRO;29970000
202107;320150;ES;COLATINA;2448394;LABORATORIO BIOTEST;BIOTEST LABORATORIO ANALISES CLINICAS HEMATOLOGICAS LTDA;3,54424E+12;;M;AVN SILVIO AVIDOS;1167;SAO SILVANO;29703100
202107;320020;ES;ALEGRE;2569205;ESF DO BAIRRO PEDRO MARTINS;SECRETARIA MUNICIPAL DE SAUDE E SANAMENTO;;2,71741E+13;M;RUA 13 DE MAIO;S/N;CENTRO;29500000
202107;320460;ES;SANTA TERESA;2466007;SECRETARIA MUNICIPAL DE SAUDE SANTA TERESA;FUNDO MUNICIPAL DE SAUDE DE SANTA TERESA;;2,71674E+13;M;RUA DARLY NERTY VERVLOET;446;CENTRO;29650000
202107;320460;ES;SANTA TERESA;2466023;ESF ALTO CALDEIRAO SANTA TERESA ES;SECRETARIA MUNICIPAL DE SAUDE DE SANTA TERESA;;2,71674E+13;M;RODOVIA JOSE DALEPRANE;S/N;ALTO CALDEIRAO;29656000
